ENSG00000000003	TSPAN6
ENSG00000206645	RF00019_137
ENSG00000206650	SNORA70G
ENSG00000206652	RNU1-1
ENSG00000206659	RF00019_52
ENSG00000206660	RF00019_481
ENSG00000206671	RNU6-471P
ENSG00000206675	RNU6-32P
ENSG00000206682	RF00019_230
ENSG00000206698	RNU1-73P
ENSG00000206722	RNU6-1074P
ENSG00000206728	RF00019_134
ENSG00000206731	RF00340
ENSG00000206737	RNVU1-18
ENSG00000206754	SNORD101
ENSG00000206756	RF00019_495
ENSG00000206763	RNU6-10P
ENSG00000206768	RF00019_577
ENSG00000206778	RNU6-213P
ENSG00000206784	RF00019_420
ENSG00000206786	RNU6-701P
ENSG00000206805	RF00019_658
ENSG00000206814	RF00019_226
ENSG00000206828	RF00003_12
ENSG00000206846	RF00019_591
ENSG00000206859	RNU6-767P
ENSG00000206862	RF00019_385
ENSG00000206863	RNU5A-6P
ENSG00000206885	SNORA75
ENSG00000206892	RNU6-42P
ENSG00000206897	SNORA9B
ENSG00000206926	RNU6-1024P
ENSG00000206932	RNU6-4P
ENSG00000206935	RNU6-514P
ENSG00000206957	RF00019_599
ENSG00000206965	RNU6-5P
ENSG00000206976	RF00409_3
ENSG00000206989	SNORD63
ENSG00000206992	RNU6-574P
ENSG00000207003	RNU6-611P
ENSG00000207005	RNU1-2
ENSG00000207012	RNU6-72P
ENSG00000207016	SNORA36C
ENSG00000207023	RNU6-975P
ENSG00000207029	RNU6-43P
ENSG00000207031	SNORD59A
ENSG00000207034	RF00019_679
ENSG00000207067	SNORA72
ENSG00000207073	RF00019_727
ENSG00000207088	SNORA7B
ENSG00000207092	RF00019_682
ENSG00000207105	RF00019_604
ENSG00000207110	RNU1-106P
ENSG00000207124	RNU6-163P
ENSG00000207128	RNU6-729P
ENSG00000207129	RNA5SP187
ENSG00000207130	RF00399
ENSG00000207167	RNU6-1340P
ENSG00000207168	SNORA15
ENSG00000207189	RF00019_553
ENSG00000207205	RNVU1-15
ENSG00000207208	RNU6-790P
ENSG00000207233	SNORA37
ENSG00000207234	RNU6-125P
ENSG00000207248	RNU6-1005P
ENSG00000207280	SNORD20
ENSG00000207281	RF00019_724
ENSG00000207293	RF00019_234
ENSG00000207303	RF00019_128
ENSG00000207305	RF00019_698
ENSG00000207306	RNU6-1152P
ENSG00000207307	RNU6-145P
ENSG00000207308	RNU6-878P
ENSG00000207313	SNORA2B
ENSG00000207320	RF00019_352
ENSG00000207327	RNU6-883P
ENSG00000207333	RNU6-680P
ENSG00000207336	RNU6-658P
ENSG00000207355	RNU6-1257P
ENSG00000207357	RNU6-2
ENSG00000207359	RNU6-925P
ENSG00000207362	RNU6-422P
ENSG00000207368	RF00019_179
ENSG00000207369	RNU6-665P
ENSG00000207370	RF00019_178
ENSG00000207378	RNU6-748P
ENSG00000207386	RF00019_124
ENSG00000207392	SNORA20
ENSG00000207425	RF00019_626
ENSG00000207440	RNU6-541P
ENSG00000207443	RNU6-417P
ENSG00000207445	SNORD15B
ENSG00000207449	RNU6-19P
ENSG00000207450	RF00019_395
ENSG00000207457	RNU6-476P
ENSG00000207462	RNU6-376P
ENSG00000207468	SNORA19
ENSG00000207493	SNORA46
ENSG00000207494	RF00019_508
ENSG00000207518	RNU6-59P
ENSG00000207523	SNORA66
ENSG00000207524	RNU6-33P
ENSG00000207525	RF00019_640
ENSG00000207547	MIR25
ENSG00000207561	MIR635
ENSG00000207563	MIR23B
ENSG00000207587	MIR544A
ENSG00000207605	MIR191
ENSG00000207609	MIR491
ENSG00000207614	MIR193A
ENSG00000207633	MIR505
ENSG00000207642	MIR571
ENSG00000207650	MIR570
ENSG00000207652	MIR621
ENSG00000207695	MIR184
ENSG00000207696	MIR659
ENSG00000207697	MIR573
ENSG00000207701	MIR597
ENSG00000207719	MIR623
ENSG00000207721	MIR186
ENSG00000207725	MIR222
ENSG00000207741	MIR590
ENSG00000207751	AP000553.1
ENSG00000207756	MIR580
ENSG00000207771	MIR550A1
ENSG00000207782	MIR150
ENSG00000207808	MIR27A
ENSG00000207864	MIR27B
ENSG00000207870	MIR221
ENSG00000207927	MIR302A
ENSG00000207932	MIR33A
ENSG00000207963	MIR569
ENSG00000207975	MIR181B1
ENSG00000207980	MIR23A
ENSG00000207996	MIR301A
ENSG00000207997	MIR644A
ENSG00000208005	MIR503
ENSG00000208013	MIR652
ENSG00000208018	MIR645
ENSG00000208028	MIR616
ENSG00000208037	MIR320A
ENSG00000208308	SNORA40B
ENSG00000209042	SNORD12C
ENSG00000209082	MT-TL1
ENSG00000210049	MT-TF
ENSG00000210077	MT-TV
ENSG00000210082	MT-RNR2
ENSG00000210100	MT-TI
ENSG00000210107	MT-TQ
ENSG00000210112	MT-TM
ENSG00000210117	MT-TW
ENSG00000210127	MT-TA
ENSG00000210140	MT-TC
ENSG00000210144	MT-TY
ENSG00000210151	MT-TS1
ENSG00000210154	MT-TD
ENSG00000210164	MT-TG
ENSG00000210174	MT-TR
ENSG00000210176	MT-TH
ENSG00000210184	MT-TS2
ENSG00000210191	MT-TL2
ENSG00000210194	MT-TE
ENSG00000210195	MT-TT
ENSG00000210196	MT-TP
ENSG00000211445	GPX3
ENSG00000211448	DIO2
ENSG00000211450	SELENOH
ENSG00000211451	GNRHR2
ENSG00000211452	DIO1
ENSG00000211454	AKR7L
ENSG00000211455	STK38L
ENSG00000211456	SACM1L
ENSG00000211459	MT-RNR1
ENSG00000211460	TSN
ENSG00000211491	MIR320D1
ENSG00000211513	MIR320E
ENSG00000211538	MIR501
ENSG00000211575	MIR760
ENSG00000211580	MIR769
ENSG00000211584	SLC48A1
ENSG00000211591	MIR762
ENSG00000211592	IGKC
ENSG00000211597	IGKJ1
ENSG00000211663	IGLV3-19
ENSG00000211666	IGLV2-14
ENSG00000211667	IGLV3-12
ENSG00000211677	IGLC2
ENSG00000211683	AP000346.1
ENSG00000211689	TRGC1
ENSG00000211690	TRGJ1
ENSG00000211692	TRGJP1
ENSG00000211694	TRGV10
ENSG00000211695	TRGV9
ENSG00000211696	TRGV8
ENSG00000211697	TRGV5
ENSG00000211698	TRGV4
ENSG00000211699	TRGV3
ENSG00000211706	TRBV6-1
ENSG00000211710	TRBV4-1
ENSG00000211713	TRBV6-4
ENSG00000211714	TRBV7-3
ENSG00000211716	TRBV9
ENSG00000211717	TRBV10-1
ENSG00000211720	TRBV11-1
ENSG00000211721	TRBV6-5
ENSG00000211724	TRBV6-6
ENSG00000211725	TRBV5-5
ENSG00000211727	TRBV7-6
ENSG00000211728	TRBV5-6
ENSG00000211734	TRBV5-1
ENSG00000211739	TRBV12-2
ENSG00000211745	TRBV4-2
ENSG00000211746	TRBV19
ENSG00000211747	TRBV20-1
ENSG00000211749	TRBV23-1
ENSG00000211750	TRBV24-1
ENSG00000211751	TRBC1
ENSG00000211752	TRBV27
ENSG00000211753	TRBV28
ENSG00000211764	TRBJ2-1
ENSG00000211765	TRBJ2-2
ENSG00000211766	TRBJ2-2P
ENSG00000211767	TRBJ2-3
ENSG00000211768	TRBJ2-4
ENSG00000211770	TRBJ2-6
ENSG00000211771	TRBJ2-7
ENSG00000211772	TRBC2
ENSG00000211776	TRAV2
ENSG00000211777	TRAV3
ENSG00000211778	TRAV4
ENSG00000211779	TRAV5
ENSG00000211780	TRAV6
ENSG00000211782	TRAV8-1
ENSG00000211784	TRAV10
ENSG00000211785	TRAV12-1
ENSG00000211786	TRAV8-2
ENSG00000211787	TRAV8-3
ENSG00000211788	TRAV13-1
ENSG00000211789	TRAV12-2
ENSG00000211790	TRAV8-4
ENSG00000211791	TRAV13-2
ENSG00000211792	TRAV14DV4
ENSG00000211793	TRAV9-2
ENSG00000211794	TRAV12-3
ENSG00000211795	TRAV8-6
ENSG00000211796	TRAV16
ENSG00000211797	TRAV17
ENSG00000211798	TRAV18
ENSG00000211799	TRAV19
ENSG00000211800	TRAV20
ENSG00000211801	TRAV21
ENSG00000211802	TRAV22
ENSG00000211803	TRAV23DV6
ENSG00000211804	TRDV1
ENSG00000211805	TRAV24
ENSG00000211806	TRAV25
ENSG00000211807	TRAV26-1
ENSG00000211809	TRAV27
ENSG00000211810	TRAV29DV5
ENSG00000211812	TRAV26-2
ENSG00000211813	TRAV34
ENSG00000211814	TRAV35
ENSG00000211815	TRAV36DV7
ENSG00000211816	TRAV38-1
ENSG00000211817	TRAV38-2DV8
ENSG00000211818	TRAV39
ENSG00000211819	TRAV40
ENSG00000211820	TRAV41
ENSG00000211821	TRDV2
ENSG00000211825	TRDJ1
ENSG00000211827	TRDJ2
ENSG00000211828	TRDJ3
ENSG00000211829	TRDC
ENSG00000211836	TRAJ54
ENSG00000211838	TRAJ52
ENSG00000211840	TRAJ49
ENSG00000211844	TRAJ45
ENSG00000211846	TRAJ43
ENSG00000211848	TRAJ41
ENSG00000211849	TRAJ40
ENSG00000211850	TRAJ39
ENSG00000211855	TRAJ34
ENSG00000211856	TRAJ33
ENSG00000211857	TRAJ32
ENSG00000211858	TRAJ31
ENSG00000211859	TRAJ30
ENSG00000211860	TRAJ29
ENSG00000211861	TRAJ28
ENSG00000211862	TRAJ27
ENSG00000211867	TRAJ22
ENSG00000211868	TRAJ21
ENSG00000211869	TRAJ20
ENSG00000211873	TRAJ16
ENSG00000211876	TRAJ13
ENSG00000211877	TRAJ12
ENSG00000211878	TRAJ11
ENSG00000211881	TRAJ8
ENSG00000211883	TRAJ6
ENSG00000211884	TRAJ5
ENSG00000211886	TRAJ3
ENSG00000211888	TRAJ1
ENSG00000211890	IGHA2
ENSG00000211892	IGHG4
ENSG00000211893	IGHG2
ENSG00000211899	IGHM
ENSG00000211934	IGHV1-2
ENSG00000211935	IGHV1-3
ENSG00000211938	IGHV3-7
ENSG00000211976	IGHV3-73
ENSG00000212122	TSSK1B
ENSG00000212123	PRR22
ENSG00000212124	TAS2R19
ENSG00000212125	TAS2R15P
ENSG00000212126	TAS2R50
ENSG00000212127	TAS2R14
ENSG00000212138	RNA5SP372
ENSG00000212163	SNORD91A
ENSG00000212175	RF00586
ENSG00000212176	RNA5SP207
ENSG00000212195	RF00012_44
ENSG00000212207	RNU6-1321P
ENSG00000212246	RNU6-360P
ENSG00000212248	RNU6-750P
ENSG00000212283	SNORD89
ENSG00000212296	SNORD72
ENSG00000212306	RF00019_620
ENSG00000212342	RF00586_2
ENSG00000212370	RNU6-482P
ENSG00000212385	RNU6-817P
ENSG00000212389	RNU6-1275P
ENSG00000212391	RF00554_2
ENSG00000212402	SNORA74B
ENSG00000212420	RNU6-1111P
ENSG00000212443	SNORA53
ENSG00000212447	SNORD90
ENSG00000212464	SNORA12
ENSG00000212469	RNU6-1158P
ENSG00000212493	SNORD19
ENSG00000212534	SNORD70
ENSG00000212536	RNA5SP474
ENSG00000212541	RNU6-510P
ENSG00000212567	RF00191
ENSG00000212576	RNA5SP467
ENSG00000212588	SNORA26
ENSG00000212607	SNORA3B
ENSG00000212615	RF00151
ENSG00000212657	KRTAP16-1
ENSG00000212658	KRTAP29-1
ENSG00000212664	AC064799.1
ENSG00000212694	LINC01089
ENSG00000212710	CTAGE1
ENSG00000212719	C17orf51
ENSG00000212743	AL137145.1
ENSG00000212747	RTL8B
ENSG00000212789	ST13P5
ENSG00000212802	RPL15P3
ENSG00000212807	OR2A42
ENSG00000212829	RPS26P3
ENSG00000212864	RNF208
ENSG00000212907	MT-ND4L
ENSG00000212916	MAP10
ENSG00000212939	Z97192.1
ENSG00000212961	HNRNPA1P40
ENSG00000212978	AC016747.1
ENSG00000212993	POU5F1B
ENSG00000212994	RPS26P6
ENSG00000213005	PTTG3P
ENSG00000213015	ZNF580
ENSG00000213020	ZNF611
ENSG00000213023	SYT3
ENSG00000213024	NUP62
ENSG00000213025	COX20P1
ENSG00000213026	CFL1P4
ENSG00000213033	AURKAPS1
ENSG00000213036	AL445305.1
ENSG00000213046	EEF1A1P32
ENSG00000213047	DENND1B
ENSG00000213049	HNRNPA1P34
ENSG00000213051	RPL5P5
ENSG00000213057	C1orf220
ENSG00000213058	AL365357.1
ENSG00000213060	AL031864.1
ENSG00000213062	AL021068.1
ENSG00000213064	SFT2D2
ENSG00000213066	FGFR1OP
ENSG00000213071	LPAL2
ENSG00000213073	AL353625.1
ENSG00000213075	RPL31P11
ENSG00000213079	SCAF8
ENSG00000213080	AL354714.2
ENSG00000213085	CFAP45
ENSG00000213087	AL356535.1
ENSG00000213088	ACKR1
ENSG00000213089	PDCL3P5
ENSG00000213090	AC007256.1
ENSG00000213096	ZNF254
ENSG00000213104	NPM1P46
ENSG00000213123	TCTEX1D2
ENSG00000213131	YWHAZP4
ENSG00000213139	CRYGS
ENSG00000213144	AC084880.1
ENSG00000213145	CRIP1
ENSG00000213149	CNN2P9
ENSG00000213152	RPL7AP60
ENSG00000213160	KLHL23
ENSG00000213167	RF00017_54
ENSG00000213169	AC069218.1
ENSG00000213172	AL031985.1
ENSG00000213178	RPL22P1
ENSG00000213180	RPL36AP48
ENSG00000213185	FAM24B
ENSG00000213186	TRIM59
ENSG00000213188	YBX1P4
ENSG00000213189	BTF3L4P2
ENSG00000213190	MLLT11
ENSG00000213194	CDK7P1
ENSG00000213197	AC012066.1
ENSG00000213199	ASIC3
ENSG00000213203	GIMAP1
ENSG00000213204	AL049697.1
ENSG00000213213	CCDC183
ENSG00000213214	ARHGEF35
ENSG00000213221	DNLZ
ENSG00000213228	RPL12P38
ENSG00000213236	YWHAZP2
ENSG00000213237	AC008155.1
ENSG00000213244	HIST2H3DP1
ENSG00000213246	SUPT4H1
ENSG00000213250	RBMS2P1
ENSG00000213252	AP001282.1
ENSG00000213261	EEF1B2P6
ENSG00000213269	AC004386.1
ENSG00000213275	IFITM9P
ENSG00000213279	Z97192.2
ENSG00000213280	AC090114.1
ENSG00000213281	NRAS
ENSG00000213293	AC012618.1
ENSG00000213296	AC005521.1
ENSG00000213300	HNRNPA3P6
ENSG00000213304	AC008481.2
ENSG00000213309	RPL9P18
ENSG00000213315	AL122020.1
ENSG00000213316	LTC4S
ENSG00000213326	RPS7P11
ENSG00000213328	AC104117.1
ENSG00000213332	SLC25A5P6
ENSG00000213335	CLNS1AP1
ENSG00000213337	ANKRD39
ENSG00000213339	QTRT1
ENSG00000213341	CHUK
ENSG00000213347	MXD3
ENSG00000213362	FTH1P12
ENSG00000213363	RPS3P6
ENSG00000213366	GSTM2
ENSG00000213368	ST13P11
ENSG00000213370	RANP6
ENSG00000213371	NAP1L1P3
ENSG00000213373	LINC00671
ENSG00000213376	GAPDHP71
ENSG00000213380	COG8
ENSG00000213383	AC104297.1
ENSG00000213385	AC105052.2
ENSG00000213386	AC022217.1
ENSG00000213390	ARHGAP19
ENSG00000213397	HAUS7
ENSG00000213398	LCAT
ENSG00000213399	AC022210.1
ENSG00000213400	RPL12P18
ENSG00000213420	GPC2
ENSG00000213430	HSPD1P1
ENSG00000213433	RPLP1P6
ENSG00000213435	ATP6V0CP3
ENSG00000213438	YBX2P1
ENSG00000213442	RPL18AP3
ENSG00000213445	SIPA1
ENSG00000213453	FTH1P3
ENSG00000213462	ERV3-1
ENSG00000213463	SYNJ2BP
ENSG00000213465	ARL2
ENSG00000213468	FIRRE
ENSG00000213471	TTLL13P
ENSG00000213478	CFL1P2
ENSG00000213484	EIF4A1P8
ENSG00000213492	NT5C3AP1
ENSG00000213493	ACTN4P1
ENSG00000213500	LAP3P2
ENSG00000213509	PPIAP16
ENSG00000213512	GBP7
ENSG00000213516	RBMXL1
ENSG00000213522	RAC1P5
ENSG00000213523	SRA1
ENSG00000213533	STIMATE
ENSG00000213539	YBX1P6
ENSG00000213542	AC007000.1
ENSG00000213551	DNAJC9
ENSG00000213553	RPLP0P6
ENSG00000213557	AC068050.1
ENSG00000213560	AC103591.1
ENSG00000213563	C8orf82
ENSG00000213569	AL390039.1
ENSG00000213585	VDAC1
ENSG00000213590	AL807752.1
ENSG00000213593	TMX2
ENSG00000213594	GAPDHP25
ENSG00000213598	AL049873.1
ENSG00000213600	U73169.1
ENSG00000213609	RPL7AP50
ENSG00000213613	RPL11P3
ENSG00000213614	HEXA
ENSG00000213619	NDUFS3
ENSG00000213621	RPSAP54
ENSG00000213625	LEPROT
ENSG00000213626	LBH
ENSG00000213638	ADAT3
ENSG00000213639	PPP1CB
ENSG00000213654	GPSM3
ENSG00000213658	LAT
ENSG00000213664	RPS16P8
ENSG00000213667	PGGT1BP1
ENSG00000213669	AL137074.1
ENSG00000213672	NCKIPSD
ENSG00000213676	ATF6B
ENSG00000213683	AC002056.1
ENSG00000213684	LDHBP2
ENSG00000213693	SEC14L1P1
ENSG00000213694	S1PR3
ENSG00000213695	RPS7P14
ENSG00000213698	AC240504.1
ENSG00000213699	SLC35F6
ENSG00000213700	RPL17P50
ENSG00000213706	AL590762.2
ENSG00000213707	HMGB1P10
ENSG00000213713	PIGCP1
ENSG00000213714	FAM209B
ENSG00000213719	CLIC1
ENSG00000213722	DDAH2
ENSG00000213726	RPS2P52
ENSG00000213730	POLD2P1
ENSG00000213731	RAB5CP1
ENSG00000213739	PPIAP68
ENSG00000213740	SERBP1P1
ENSG00000213741	RPS29
ENSG00000213742	ZNF337-AS1
ENSG00000213750	AP002982.1
ENSG00000213753	CENPBD1P1
ENSG00000213754	AL356317.1
ENSG00000213757	AC020898.1
ENSG00000213760	ATP6V1G2
ENSG00000213762	ZNF134
ENSG00000213763	ACTBP2
ENSG00000213772	EIF1P7
ENSG00000213782	DDX47
ENSG00000213790	OLA1P1
ENSG00000213793	ZNF888
ENSG00000213799	ZNF845
ENSG00000213801	ZNF321P
ENSG00000213809	KLRK1
ENSG00000213816	CNN2P4
ENSG00000213842	SUGT1P2
ENSG00000213846	AC098614.1
ENSG00000213849	AC104306.1
ENSG00000213853	EMP2
ENSG00000213856	VDAC1P2
ENSG00000213857	AL080243.1
ENSG00000213859	KCTD11
ENSG00000213860	RPL21P75
ENSG00000213862	AC044787.1
ENSG00000213864	EEF1B2P2
ENSG00000213865	C8orf44
ENSG00000213866	YBX1P10
ENSG00000213871	TAF9BP1
ENSG00000213876	RPL7AP64
ENSG00000213881	NPM1P6
ENSG00000213885	RPL13AP7
ENSG00000213886	UBD
ENSG00000213888	LINC01521
ENSG00000213889	PPM1N
ENSG00000213892	CEACAM16
ENSG00000213901	SLC23A3
ENSG00000213903	LTB4R
ENSG00000213904	LIPE-AS1
ENSG00000213906	LTB4R2
ENSG00000213918	DNASE1
ENSG00000213923	CSNK1E
ENSG00000213925	NPM1P33
ENSG00000213928	IRF9
ENSG00000213930	GALT
ENSG00000213938	SEPHS1P6
ENSG00000213939	AC091153.1
ENSG00000213942	AC005840.1
ENSG00000213949	ITGA1
ENSG00000213963	AC019080.1
ENSG00000213965	NUDT19
ENSG00000213967	ZNF726
ENSG00000213970	AC006122.1
ENSG00000213976	AC010615.1
ENSG00000213977	TAX1BP3
ENSG00000213983	AP1G2
ENSG00000213985	AC078899.1
ENSG00000213988	ZNF90
ENSG00000213994	AL157395.1
ENSG00000213995	NAXD
ENSG00000213996	TM6SF2
ENSG00000214013	GANC
ENSG00000214015	RPL32P23
ENSG00000214019	AL034370.1
ENSG00000214021	TTLL3
ENSG00000214022	REPIN1
ENSG00000214026	MRPL23
ENSG00000214027	ARPC3P5
ENSG00000214029	ZNF891
ENSG00000214045	AC091807.1
ENSG00000214046	SMIM7
ENSG00000214049	UCA1
ENSG00000214063	TSPAN4
ENSG00000214076	CPSF1P1
ENSG00000214078	CPNE1
ENSG00000214087	ARL16
ENSG00000214093	AL096701.1
ENSG00000214106	PAXIP1-AS2
ENSG00000214110	LDHAP4
ENSG00000214113	LYRM4
ENSG00000214114	MYCBP
ENSG00000214121	PRDX1P1
ENSG00000214128	TMEM213
ENSG00000214135	AC132008.2
ENSG00000214140	PRCD
ENSG00000214146	LINC02026
ENSG00000214160	ALG3
ENSG00000214174	AMZ2P1
ENSG00000214176	PLEKHM1P1
ENSG00000214182	PTMAP5
ENSG00000214184	GCC2-AS1
ENSG00000214188	ST7-OT4
ENSG00000214189	ZNF788
ENSG00000214192	UBE2V1P2
ENSG00000214193	SH3D21
ENSG00000214194	SMIM30
ENSG00000214198	TTC41P
ENSG00000214199	EEF1A1P12
ENSG00000214203	RPS4XP1
ENSG00000214212	C19orf38
ENSG00000214223	HNRNPA1P10
ENSG00000214226	C17orf67
ENSG00000214248	AC010336.1
ENSG00000214249	CTAGE11P
ENSG00000214252	AZGP1P2
ENSG00000214253	FIS1
ENSG00000214262	ANKRD36BP1
ENSG00000214264	KCTD9P4
ENSG00000214266	STARP1
ENSG00000214273	AGGF1P1
ENSG00000214274	ANG
ENSG00000214279	SCART1
ENSG00000214290	COLCA2
ENSG00000214293	APTR
ENSG00000214300	SPDYE3
ENSG00000214309	MBLAC1
ENSG00000214313	AZGP1P1
ENSG00000214329	SLC9B1P2
ENSG00000214331	AC009053.1
ENSG00000214353	VAC14-AS1
ENSG00000214357	NEURL1B
ENSG00000214359	RPL18P10
ENSG00000214360	EFCAB9
ENSG00000214367	HAUS3
ENSG00000214376	VSTM5
ENSG00000214389	RPS3AP26
ENSG00000214391	TUBAP2
ENSG00000214401	KANSL1-AS1
ENSG00000214402	LCNL1
ENSG00000214407	LINC02085
ENSG00000214413	BBIP1
ENSG00000214425	LRRC37A4P
ENSG00000214432	VPS33B-DT
ENSG00000214439	FAM185BP
ENSG00000214455	RCN1P2
ENSG00000214456	PLIN5
ENSG00000214465	SMARCE1P6
ENSG00000214485	RPL7P1
ENSG00000214491	SEC14L6
ENSG00000214513	NOTO
ENSG00000214517	PPME1
ENSG00000214530	STARD10
ENSG00000214533	KRT18P33
ENSG00000214535	RPS15AP1
ENSG00000214541	RPS4XP3
ENSG00000214544	GTF2IRD2P1
ENSG00000214548	MEG3
ENSG00000214552	COPS8P2
ENSG00000214558	AL365217.1
ENSG00000214559	AC019077.1
ENSG00000214575	CPEB1
ENSG00000214578	HMGN2P15
ENSG00000214595	EML6
ENSG00000214612	RPS19P1
ENSG00000214626	POLR3DP1
ENSG00000214629	RPSAP6
ENSG00000214650	AC073592.1
ENSG00000214651	AL513122.1
ENSG00000214652	ZNF727
ENSG00000214654	B3GNT10
ENSG00000214655	ZSWIM8
ENSG00000214659	KRT8P26
ENSG00000214688	C10orf105
ENSG00000214694	ARHGEF33
ENSG00000214706	IFRD2
ENSG00000214708	AC116407.1
ENSG00000214717	ZBED1
ENSG00000214719	AC005562.1
ENSG00000214725	CDIPT-AS1
ENSG00000214748	AL355309.1
ENSG00000214753	HNRNPUL2
ENSG00000214756	CSKMT
ENSG00000214760	RPL21P1
ENSG00000214765	SEPT7P2
ENSG00000214773	AC112512.1
ENSG00000214776	AC092821.1
ENSG00000214783	POLR2J4
ENSG00000214784	AC010468.1
ENSG00000214787	MS4A4E
ENSG00000214796	AC098934.1
ENSG00000214803	AC090921.1
ENSG00000214812	AL137792.1
ENSG00000214821	HMGB1P4
ENSG00000214826	DDX12P
ENSG00000214827	MTCP1
ENSG00000214832	UPF3AP2
ENSG00000214837	LINC01347
ENSG00000214851	LINC00612
ENSG00000214855	APOC1P1
ENSG00000214870	AC004540.1
ENSG00000214872	SMTNL1
ENSG00000214881	TMEM14DP
ENSG00000214892	USP8P1
ENSG00000214894	LINC00243
ENSG00000214900	LINC01588
ENSG00000214914	RPL23AP3
ENSG00000214922	HLA-F-AS1
ENSG00000214941	ZSWIM7
ENSG00000214944	ARHGEF28
ENSG00000214954	LRRC69
ENSG00000214960	ISPD
ENSG00000214975	PPIAP29
ENSG00000214998	CCNB2P1
ENSG00000214999	AC129492.1
ENSG00000215000	AL034403.1
ENSG00000215005	HSPD1P7
ENSG00000215006	CHCHD2P2
ENSG00000215012	RTL10
ENSG00000215014	AL645728.1
ENSG00000215021	PHB2
ENSG00000215022	AL008729.1
ENSG00000215023	AC131097.1
ENSG00000215030	RPL13P12
ENSG00000215032	GNL3LP1
ENSG00000215035	FDPSP5
ENSG00000215039	CD27-AS1
ENSG00000215041	NEURL4
ENSG00000215045	GRID2IP
ENSG00000215067	ALOX12-AS1
ENSG00000215068	AC025171.2
ENSG00000215086	NPM1P24
ENSG00000215096	IFITM8P
ENSG00000215102	TERF1P4
ENSG00000215105	TTC3P1
ENSG00000215114	UBXN2B
ENSG00000215120	AL590763.1
ENSG00000215126	CBWD6
ENSG00000215146	BX322639.1
ENSG00000215151	ABCD1P2
ENSG00000215154	AC141586.1
ENSG00000215156	AC138409.1
ENSG00000215158	AC138409.2
ENSG00000215160	OR7E122P
ENSG00000215179	MAPK6PS4
ENSG00000215183	MSMP
ENSG00000215187	FAM166B
ENSG00000215190	LINC00680
ENSG00000215193	PEX26
ENSG00000215196	BASP1-AS1
ENSG00000215199	YWHAZP6
ENSG00000215210	RBMXP2
ENSG00000215217	C5orf49
ENSG00000215218	UBE2QL1
ENSG00000215221	UBA52P6
ENSG00000215237	AL592293.1
ENSG00000215241	LINC02449
ENSG00000215244	AL137145.2
ENSG00000215251	FASTKD5
ENSG00000215252	GOLGA8B
ENSG00000215256	DHRS4-AS1
ENSG00000215267	AKR1C7P
ENSG00000215270	AP000523.1
ENSG00000215271	HOMEZ
ENSG00000215283	HMGB3P24
ENSG00000215284	AL512633.1
ENSG00000215301	DDX3X
ENSG00000215302	AC127502.1
ENSG00000215304	AC135983.1
ENSG00000215305	VPS16
ENSG00000215319	EIF5P1
ENSG00000215353	C1QBPP1
ENSG00000215374	FAM66B
ENSG00000215375	MYL5
ENSG00000215414	PSMA6P1
ENSG00000215417	MIR17HG
ENSG00000215421	ZNF407
ENSG00000215424	MCM3AP-AS1
ENSG00000215440	NPEPL1
ENSG00000215441	CTAGE12P
ENSG00000215450	AL022342.1
ENSG00000215458	AATBC
ENSG00000215464	AP000354.1
ENSG00000215475	SIAH3
ENSG00000215482	CALM2P3
ENSG00000215483	LINC00598
ENSG00000215492	HNRNPA1P7
ENSG00000215529	EFCAB8
ENSG00000215533	LINC00189
ENSG00000215545	DEFB116
ENSG00000215548	FRG1JP
ENSG00000215559	ANKRD20A11P
ENSG00000215571	GRK6P1
ENSG00000215630	GUSBP9
ENSG00000215692	AC114730.1
ENSG00000215712	TMEM242
ENSG00000215717	TMEM167B
ENSG00000215720	AL035405.1
ENSG00000215765	AC245128.1
ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3
ENSG00000215784	FAM72D
ENSG00000215788	TNFRSF25
ENSG00000215790	SLC35E2
ENSG00000215808	LINC01139
ENSG00000215817	ZC3H11B
ENSG00000215819	KRT18P12
ENSG00000215835	AL596087.1
ENSG00000215838	AL451074.1
ENSG00000215840	AL592295.1
ENSG00000215841	AP002761.1
ENSG00000215845	TSTD1
ENSG00000215853	RPTN
ENSG00000215861	AC245297.1
ENSG00000215866	LINC01356
ENSG00000215867	KRT18P57
ENSG00000215878	MARCKSL1P2
ENSG00000215883	CYB5RL
ENSG00000215887	ZNF859P
ENSG00000215908	CROCCP2
ENSG00000215910	C1orf167
ENSG00000215912	TTC34
ENSG00000215914	MMP23A
ENSG00000215915	ATAD3C
ENSG00000215973	MIR933
ENSG00000216285	AC078819.1
ENSG00000216316	AL022722.1
ENSG00000216331	HIST1H1PS1
ENSG00000216412	RPL12P2
ENSG00000216436	HIST1H2APS1
ENSG00000216480	AL078604.1
ENSG00000216490	IFI30
ENSG00000216636	RPL7P25
ENSG00000216639	AL133406.1
ENSG00000216657	GLRX3P2
ENSG00000216718	AL024509.2
ENSG00000216721	AC093850.1
ENSG00000216775	AL109918.1
ENSG00000216809	AL589993.1
ENSG00000216813	AL358178.1
ENSG00000216863	LY86-AS1
ENSG00000216866	RPS2P55
ENSG00000216895	AC009403.1
ENSG00000216915	GPR89P
ENSG00000216937	CCDC7
ENSG00000216977	RPL21P65
ENSG00000216990	HSPD1P10
